name,rating,ctype,highly_rated
Lodha,4.2,Real Estate,"Work Life Balance, Company Culture, Job Security"
Aavas Financiers,3.9,NBFC,Skill Development
Paras Hospital,4.0,Healthcare,"Work Life Balance, Skill Development, Company Culture"
Patanjali Ayurved,3.9,FMCG,"Work Life Balance, Salary"
Delhi Public School,3.7,Education & Training,"Promotions, Company Culture, Work Satisfaction"
Daikin Airconditioning India Pvt. Ltd.,4.1,Consumer Electronics & Appliances,"Job Security, Work Life Balance, Company Culture"
Torrent Power,4.2,Power,"Job Security, Company Culture, Work Life Balance"
Info Edge,3.8,Internet,Job Security
Star Union Dai-ichi Life Insurance,3.7,Insurance,Promotions
Straive,3.3,IT Services & Consulting,"Promotions, Salary, Skill Development"
Apollo Pharmacy,3.7,Pharma,Job Security
Endurance Technologies Limited,3.9,Auto Components,"Job Security, Skill Development"
Kia India,3.9,Automobile,Job Security
Sopra Steria,3.9,IT Services & Consulting,"Work Life Balance, Job Security, Company Culture"
Bharat Petroleum,4.2,Oil & Gas,"Skill Development, Company Culture, Work Life Balance"
BNP Paribas,3.6,Banking,"Job Security, Work Life Balance"
JK Tyre,3.9,Auto Components,Promotions
GVK Emergency Management and Research Institute,3.5,Non-Profit,"Promotions, Job Security, Company Culture"
Cybage,3.7,IT Services & Consulting,"Company Culture, Work Life Balance"
Sobha,3.7,Real Estate,Job Security
Capgemini Engineering,3.3,IT Services & Consulting,"Promotions, Salary, Work Satisfaction"
Axis Direct,3.7,Financial Services,"Promotions, Work Satisfaction, Skill Development"
Akums Drugs & Pharmaceuticals Limited,4.2,Pharma,"Job Security, Company Culture, Skill Development"
Statestreet HCL Services,3.4,BPO,"Promotions, Salary, Company Culture"
SBI General Insurance,3.5,Insurance,"Promotions, Work Satisfaction, Company Culture"
Panasonic Life Solutions India,4.0,Consumer Electronics & Appliances,"Work Life Balance, Job Security, Company Culture"
Bharti AXA Life Insurance,3.6,Insurance,"Work Satisfaction, Job Security, Promotions"
AWL Agri Business,4.1,FMCG,"Job Security, Company Culture, Work Life Balance"
Xoriant,3.9,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction"
Eureka Forbes,3.6,Consumer Electronics & Appliances,"Promotions, Job Security, Company Culture"
KocharTech,3.6,IT Services & Consulting,"Promotions, Salary, Company Culture"
Myntra,3.8,Internet,Company Culture
Aditya Birla Group,4.1,Metals & Mining,"Job Security, Work Life Balance, Skill Development"
Lifestyle,4.1,Retail,"Work Life Balance, Job Security, Company Culture"
Manipal Hospitals,4.0,Healthcare,"Job Security, Skill Development, Company Culture"
Radisson Hotels,4.0,Hospitality,"Job Security, Skill Development, Company Culture"
Renault Nissan Technology & Business Centre India,3.5,Automobile,"Promotions, Salary, Work Satisfaction"
Meesho,3.7,Internet,Salary
Infinite Computer Solutions,3.2,IT Services & Consulting,"Promotions, Job Security, Work Satisfaction"
Unacademy,3.0,EdTech,"Job Security, Promotions, Company Culture"
Sify Technologies,3.6,IT Services & Consulting,"Promotions, Salary, Company Culture"
Coromandel International Limited,4.0,Agro Chemicals,"Job Security, Company Culture, Work Life Balance"
Cisco,4.1,Hardware & Networking,"Company Culture, Work Life Balance, Skill Development"
Bank of Baroda,3.7,Banking,Job Security
Indian Railways,4.2,Railways,"Job Security, Company Culture, Work Life Balance"
Whirlpool,4.0,Consumer Electronics & Appliances,"Work Life Balance, Company Culture, Work Satisfaction"
Generali Central Life Insurance,3.5,Insurance,"Promotions, Work Satisfaction, Job Security"
Spark Minda,3.8,Auto Components,"Promotions, Company Culture, Work Satisfaction"
Poonawalla Fincorp,3.6,NBFC,Salary
Nuvoco Vistas,4.1,Building Material,"Job Security, Skill Development, Salary"
Saint-Gobain,3.8,Building Material,"Job Security, Company Culture, Work Life Balance"
ValueLabs,3.4,IT Services & Consulting,"Promotions, Work Satisfaction, Job Security"
Mercedes-Benz Research and Development India,3.5,IT Services & Consulting,"Work Life Balance, Job Security"
Power Mech Projects,3.8,Engineering & Construction,Job Security
FirstCry,3.6,Retail,"Promotions, Company Culture, Work Satisfaction"
Shahi Exports,3.9,Fashion & Textile,"Job Security, Company Culture, Work Life Balance"
Allstate,3.7,Insurance,Work Life Balance
Jio Platforms,3.4,IT Services & Consulting,Job Security
Lava International,3.9,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Job Security"
GlaxoSmithKline Pharmaceuticals,4.1,Pharma,"Company Culture, Work Life Balance, Salary"
Brakes India,3.8,Auto Components,"Job Security, Skill Development"
CAMS,3.5,Financial Services,Job Security
Henry Harvin Education,4.0,EdTech,"Work Life Balance, Work Satisfaction, Job Security"
"Maruti Suzuki India Limited, Hansalpur",4.3,Automobile,"Salary, Company Culture, Job Security"
NTT DATA Business Solutions,4.0,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security"
Cargill,3.9,Food Processing,"Company Culture, Work Life Balance, Salary"
Kotak Securities,3.4,Financial Services,"Promotions, Skill Development, Work Satisfaction"
BHEL,4.2,Electrical Equipment,"Job Security, Work Life Balance, Company Culture"
CitiusTech,3.1,IT Services & Consulting,"Promotions, Job Security, Work Satisfaction"
EPAM Systems,3.6,IT Services & Consulting,"Skill Development, Work Life Balance, Salary"
Force Motors,3.7,Automobile,"Promotions, Company Culture, Work Satisfaction"
Life Insurance Corporation of India,4.4,Insurance,"Company Culture, Work Life Balance, Work Satisfaction"
Microsoft Corporation,3.8,Software Product,"Work Life Balance, Company Culture"
upGrad,3.3,EdTech,"Job Security, Promotions, Work Satisfaction"
Provana,4.0,BPO,"Company Culture, Work Life Balance, Work Satisfaction"
IndusInd General Insurance,3.6,Insurance,"Promotions, Work Satisfaction, Company Culture"
SGS,3.7,Engineering & Construction,"Promotions, Salary"
Shadowfax Technologies,3.5,Logistics,"Promotions, Job Security, Company Culture"
Nokia Networks,4.1,Hardware & Networking,"Company Culture, Work Life Balance, Work Satisfaction"
Biological E,4.3,Pharma,"Job Security, Work Life Balance, Company Culture"
Pfizer,3.9,Pharma,"Work Life Balance, Company Culture"
Aditya Birla Health Insurance Co,3.7,Insurance,Promotions
ITC Hotels,4.1,Hospitality,"Job Security, Skill Development, Company Culture"
Trent,3.8,Retail,Job Security
Reliance Trends,4.1,Retail,"Job Security, Skill Development, Company Culture"
Morgan Stanley,3.5,Financial Services,"Promotions, Job Security, Work Satisfaction"
Delphi TVS,3.8,Auto Components,Skill Development
TELUS Digital,3.5,IT Services & Consulting,"Promotions, Job Security, Skill Development"
K12 Techno Services,3.6,EdTech,"Promotions, Job Security"
Aye Finance,4.1,NBFC,"Salary, Work Life Balance, Company Culture"
Narayana Health,4.0,Healthcare,"Job Security, Skill Development, Company Culture"
Labmentix,4.5,Bengaluru +37 other locations,"Work Life Balance, Skill Development, Company Culture"
Haier Appliances India,3.9,Consumer Electronics & Appliances,Skill Development
Raymond Lifestyle Limited,4.1,Fashion & Textile,"Work Life Balance, Company Culture, Work Satisfaction"
Hinduja Leyland Finance,4.3,NBFC,"Work Life Balance, Company Culture, Work Satisfaction"
YASH Technologies,3.6,IT Services & Consulting,"Promotions, Work Satisfaction, Salary"
Simplex Infrastructures,3.3,Engineering & Construction,"Promotions, Salary, Work Satisfaction"
Microland,3.6,IT Services & Consulting,"Promotions, Work Satisfaction, Salary"
Motherson Automotive Technologies and Engineering,3.8,Auto Components,Job Security
Globiva,3.0,BPO,"Promotions, Work Satisfaction, Job Security"
Huawei Technologies,4.1,Telecom,"Salary, Skill Development, Company Culture"
CMS Infosystems,3.6,Software Product,"Promotions, Salary, Company Culture"
IDBI Bank,3.3,Banking,"Promotions, Company Culture, Work Life Balance"
Rungta Mines,3.9,Metals & Mining,"Salary, Work Life Balance"
Novartis,4.1,Pharma,"Work Life Balance, Company Culture, Salary"
Godrej Properties,3.6,Real Estate,Salary
Schindler,3.9,Industrial Machinery,"Skill Development, Company Culture, Salary"
Honeywell Automation,3.8,Industrial Automation,Promotions
Extramarks Education,3.2,EdTech,"Job Security, Promotions, Work Satisfaction"
V-Guard,4.3,Electrical Equipment,"Company Culture, Work Life Balance, Job Security"
AECOM,4.2,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction"
Tekwissen,4.9,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction"
Ola Cabs,3.2,Internet,"Job Security, Promotions, Company Culture"
Orchids International School,4.0,Education & Training,"Skill Development, Company Culture, Work Satisfaction"
R.R. Donnelley,3.6,Marketing & Advertising,Job Security
Trident Group,3.4,Hospitality,Salary
CSB Bank,3.2,Banking,"Work Satisfaction, Promotions, Company Culture"
Spinny,3.6,Automobile,"Promotions, Job Security, Work Life Balance"
L&T Energy Hydrocarbon,3.8,Engineering & Construction,Job Security
Dr Lal PathLabs,4.2,Healthcare,"Job Security, Company Culture, Skill Development"
Uflex,3.8,Packaging,"Job Security, Work Life Balance"
ICICI Home Finance,3.8,Financial Services,Salary
Aadhar Housing Finance,4.1,NBFC,"Skill Development, Company Culture, Work Life Balance"
Tata Power,3.9,Power,"Job Security, Work Life Balance, Company Culture"
NTPC,4.2,Power,"Company Culture, Work Life Balance, Work Satisfaction"
Adecco Group,3.9,Recruitment,Work Life Balance
Senco Gold,4.3,Jewellery,"Job Security, Skill Development, Company Culture"
Paisabazaar.com,3.4,Internet,"Job Security, Promotions, Company Culture"
DHL Supply Chain,4.1,Logistics,"Job Security, Work Life Balance, Company Culture"
Iris Software,3.8,IT Services & Consulting,"Company Culture, Work Life Balance"
Gabriel India Limited,4.0,Auto Components,"Job Security, Skill Development, Company Culture"
CNH (Case New Holland),3.7,Industrial Machinery,Work Life Balance
SAP,4.1,Software Product,"Work Life Balance, Company Culture, Job Security"
Crisil,3.5,Analytics & KPO,"Promotions, Salary, Work Satisfaction"
HTC Global Services,3.4,IT Services & Consulting,"Promotions, Skill Development, Company Culture"
Jindal Saw,4.1,Iron & Steel,"Job Security, Work Life Balance, Salary"
Capri Global Capital,3.6,NBFC,"Job Security, Promotions, Company Culture"
HSBC Electronic Data Processing,4.0,IT Services & Consulting,"Work Life Balance, Job Security, Company Culture"
NCR Voyix,3.4,IT Services & Consulting,"Promotions, Job Security, Skill Development"
G R Infraprojects,4.1,Engineering & Construction,"Salary, Company Culture, Work Life Balance"
Parle Products,3.9,FMCG,Salary
Sammaan Capital Limited,3.7,NBFC,Promotions
Ninjacart,3.7,Internet,Salary
Infinx,3.7,Software Product,"Promotions, Salary"
NeoSOFT,3.1,IT Services & Consulting,"Job Security, Promotions, Company Culture"
Thomson Reuters,3.6,Software Product,Work Life Balance
Polycab Wires,4.1,Electrical Equipment,"Work Life Balance, Salary, Company Culture"
Safexpress,3.9,Logistics,"Job Security, Company Culture, Work Life Balance"
PI Industries,3.8,Agro Chemicals,Salary
Philips,3.8,Medical Equipment,"Work Life Balance, Company Culture"
Medi Assist India,3.4,Insurance,"Promotions, Salary, Work Satisfaction"
Angel One,3.5,FinTech,"Promotions, Job Security, Work Satisfaction"
Verizon,3.5,Telecom,Salary
Lucas-TVS,3.8,Auto Components,"Promotions, Salary"
Fusion CX,3.2,BPO,"Promotions, Job Security, Company Culture"
Hindustan Aeronautics,4.2,Defence & Aerospace,"Work Life Balance, Company Culture, Work Satisfaction"
Digit Insurance,3.5,Insurance,"Promotions, Salary, Company Culture"
State Street Syntel,3.7,Financial Services,Job Security
Google,4.4,Software Product,"Company Culture, Work Life Balance, Work Satisfaction"
Aragen Life Sciences,3.9,Clinical Research,"Job Security, Company Culture, Work Life Balance"
Infra.Market,3.8,Building Material,"Salary, Company Culture, Work Life Balance"
AXA Global Business Services,3.6,Insurance,"Work Life Balance, Job Security"
TVS Sundram Fasteners,3.6,Auto Components,"Promotions, Salary, Company Culture"
Haldiram Foods International Limited,3.8,FMCG,Promotions
Adani Green Energy,3.9,Power,"Salary, Skill Development"
Hindustan Petroleum,4.2,Oil & Gas,"Company Culture, Work Life Balance, Skill Development"
Tata Tele Business Services,3.5,Telecom,"Promotions, Work Satisfaction, Salary"
Honda Cars,4.3,Automobile,"Work Life Balance, Company Culture, Job Security"
First American (India),3.5,Insurance,"Promotions, Salary, Skill Development"
KENT RO Systems,3.7,Consumer Electronics & Appliances,Work Life Balance
Isgec Heavy Engineering,3.8,Engineering & Construction,Job Security
DIVI'S Laboratories,3.6,Pharma,Salary
Pine Labs,3.2,FinTech,"Promotions, Company Culture, Work Satisfaction"
Air India,3.4,Aviation,"Promotions, Company Culture, Work Satisfaction"
IIFL SAMASTA,3.7,NBFC,"Promotions, Company Culture, Work Satisfaction"
AkzoNobel,4.1,Chemicals,"Company Culture, Salary, Work Life Balance"
MetLife,3.9,Insurance,"Work Life Balance, Job Security, Company Culture"
Hitachi Astemo,4.1,Auto Components,"Company Culture, Work Life Balance, Job Security"
Innovsource Services,3.8,Recruitment,Promotions
Reckitt Benckiser,3.8,FMCG,"Salary, Work Life Balance"
Annapurna Finance,3.8,NBFC,Salary
Sterling & Wilson,4.1,Engineering & Construction,"Work Life Balance, Job Security, Company Culture"
LivSpace,3.3,Architecture & Interior Design,"Promotions, Job Security, Work Life Balance"
NielsenIQ,3.4,Analytics & KPO,"Promotions, Skill Development, Salary"
Security and Intelligence Services (India),4.1,Law Enforcement & Security,"Company Culture, Work Life Balance, Job Security"
USHA International,4.0,Consumer Electronics & Appliances,"Work Life Balance, Company Culture, Job Security"
Cafe Coffee Day,3.7,Hospitality,"Promotions, Company Culture, Salary"
USV,4.0,Pharma,"Company Culture, Work Life Balance, Job Security"
Granules India Limited,3.8,Pharma,Salary
XBP Global,3.2,Internet,"Promotions, Job Security, Skill Development"
Bata,3.6,Fashion & Textile,"Promotions, Company Culture, Work Satisfaction"
TTEC India,3.6,BPO,"Promotions, Skill Development, Salary"
SS&C TECHNOLOGIES,3.2,IT Services & Consulting,"Promotions, Salary, Company Culture"
HDFC Securities,3.4,Financial Services,"Promotions, Work Satisfaction, Company Culture"
Tata 1mg,3.6,Internet,"Promotions, Work Satisfaction, Salary"
Medanta the Medicity,4.0,Healthcare,"Job Security, Skill Development, Company Culture"
Mother Dairy Fruit & Vegetable,3.9,Hospitality,"Job Security, Work Life Balance"
Cushman & Wakefield,4.1,Real Estate,"Work Life Balance, Job Security, Company Culture"
BVG India,4.1,Facility Management Services,"Work Life Balance, Company Culture, Work Satisfaction"
Shriram Life Insurance,3.5,Insurance,"Job Security, Promotions, Company Culture"
Suryoday Small Finance Bank,3.9,Banking,"Work Life Balance, Job Security, Skill Development"
Kalyan Jewellers,4.3,Jewellery,"Salary, Company Culture, Job Security"
Orange Business,4.1,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security"
Clover Infotech,3.3,IT Services & Consulting,"Promotions, Company Culture, Work Satisfaction"
Patanjali Foods,3.8,FMCG,"Promotions, Skill Development"
Tata Communications Transformation Services,3.7,Telecom,Work Life Balance
BT Business,3.9,Telecom,"Work Life Balance, Company Culture, Job Security"
Urban Company,3.3,Internet,"Job Security, Promotions, Work Life Balance"
Caterpillar Inc,4.1,Industrial Machinery,"Company Culture, Work Life Balance, Job Security"
Sysnet Global Technologies,3.6,IT Services & Consulting,"Promotions, Salary, Company Culture"
HighRadius,2.4,Software Product,"Job Security, Company Culture, Work Life Balance"
ReNew,4.3,Power,"Job Security, Company Culture, Work Life Balance"
FactSet,3.6,Analytics & KPO,Work Life Balance
Compass Group Support Services,4.0,Hospitality,"Work Life Balance, Company Culture, Job Security"
L.G.Balakrishnan & Bros,3.5,Auto Components,Job Security
